SPG Grade
D
B
B
A
B
B
D
D
A
D
B
D
D
F
C
B
C
D
D
0
0
C
D
C
D
B
B
C
B
B
B
B
C
B
A
B
B
D
C
C
F
D
D
A
D
B
D
D
F
F
F
F
F
C
D
D
C
D
D
C
C
C
C
F
C
F
I
D
C
D
B
C
D
D
C
I
D
0
B
C
F
C
B
D
I
C
D
C
C
C
F
C
C
B
B
C
C
0
C
A
A
C
B
B
C
B
C
C
C
D
B
C
B
C
B
D
B
B
C
C
B
B
C
A
B
B
B
0
C
D
B
A
F
D
F
C
B
D
C
C
C
D
D
F
D
D
D
C
0
C
D
C
B
C
A
D
B
B
C
B
B
D
A
B
D
D
C
B
B
B
C
0
A
F
C
A
D
C
0
F
C
B
B
B
B
D
C
C
C
C
D
B
B
B
B
B
A
B
B
D
C
C
D
A
0
C
D
C
C
C
C
C
B
B
B
D
C
B
C
B
D
C
C
C
A
C
C
C
C
A
B
C
B
C
B
B
B
B
0
0
D
D
D
D
D
C
D
C
C
C
C
B
D
D
C
C
C
C
C
0
D
D
D
0
C
B
C
C
D
C
B
C
D
0
B
D
D
D
C
B
0
C
D
D
D
D
F
C
F
C
D
0
D
B
C
C
C
D
B
C
C
C
B
C
B
I
B
B
B
C
B
B
C
C
C
C
B
B
C
B
C
C
C
C
0
D
C
D
B
C
C
C
I
D
D
D
D
C
C
C
C
C
C
D
C
C
C
A
C
C
C
D
D
C
C
D
D
A
C
C
D
A
B
A
C
F
C
D
B
B
D
B
A
F
B
C
F
B
A
B
C
F
C
B
B
B
D
C
D
B
D
C
D
B
C
F
A
B
B
B
D
A
B
C
C
B
C
A
D
B
D
B
C
C
C
C
A
D
C
B
D
B
A
C
B
D
C
B
C
0
C
C
C
B
B
B
D
B
F
A
D
0
C
C
D
0
B
D
B
B
D
D
C
D
C
B
D
B
D
B
F
B
B
C
B
A
B
C
C
C
A
A
D
C
B
D
C
F
C
C
F
D
B
D
B
B
B
B
A
C
C
D
F
D
B
A
D
D
C
A
D
D
D
C
D
C
C
F
C
C
B
B
C
C
B
C
C
D
I
C
B
B
0
D
D
B
D
D
C
C
I
D
C
I
D
C
C
D
C
B
C
0
C
C
C
B
D
D
I
B
B
C
C
B
B
D
I
C
D
D
D
D
C
F
D
D
D
F
F
F
0
D
B
C
C
F
D
I
D
D
C
D
D
F
I
C
B
C
B
D
C
B
D
B
B
B
C
D
B
B
A
C
B
C
0
C
B
B
B
C
A
0
0
A
B
B
A
C
A
D
D
B
C
C
A
F
D
F
F
F
C
I
D
C
C
B
C
C
C
B
C
D
C
B
D
C
C
C
D
B
B
D
I
C
C
C
C
C
B
B
C
B
B
C
C
C
D
C
C
B
B
D
C
C
C
C
B
C
C
0
C
C
B
A
A
B
A
B
B
A
C
B
B
B
B
I
B
B
B
B
0
C
C
C
I
C
D
0
C
C
C
D
C
D
D
D
C
D
D
D
D
C
C
C
C
A
C
D
B
B
B
B
D
I
C
C
D
B
D
C
D
B
C
B
D
C
B
C
C
D
C
D
C
F
C
B
C
D
D
D
C
C
C
F
D
I
B
C
F
D
C
D
F
B
C
D
C
F
C
D
F
B
I
C
B
B
B
B
B
C
C
C
C
D
C
C
C
B
C
C
D
B
C
B
D
D
C
D
A
C
D
B
C
C
C
B
C
C
B
D
B
C
D
D
D
D
C
C
D
C
0
D
C
C
C
0
D
D
D
B
D
C
D
D
C
F
C
D
C
D
D
F
D
D
D
D
C
F
F
D
D
D
D
F
D
D
A
F
C
F
D
F
D
C
F
C
C
D
B
D
F
D
D
F
C
C
C
C
C
C
D
C
D
D
C
D
C
D
F
B
C
D
C
A
C
D
C
0
D
C
C
0
B
D
D
C
C
C
D
B
D
C
C
C
D
D
D
D
B
D
D
D
C
C
C
F
D
D
C
B
C
D
C
C
C
C
C
C
C
D
C
D
B
C
C
C
B
C
C
B
0
C
C
C
C
C
A
C
C
C
C
C
C
B
C
B
D
C
C
C
C
C
C
C
I
C
C
D
B
0
D
B
D
C
D
A
C
D
C
D
D
D
C
B
C
C
B
D
C
C
C
C
C
C
C
C
C
C
C
A
C
0
C
C
B
B
B
C
0
C
B
C
C
C
B
B
C
B
C
C
C
A
C
C
C
C
B
C
B
C
D
C
C
C
C
C
B
C
A
B
C
B
B
C
I
C
B
C
C
C
C
B
C
B
C
B
0
C
C
C
B
C
D
D
B
B
D
B
D
B
D
A
A
B
D
C
B
B
B
C
A
C
B
C
B
B
C
C
B
B
B
B
C
A
B
B
A
B
B
B
C
0
A
A
B
D
C
A
A
A
B
D
C
A
0
A
C
C
C
D
F
F
F
F
D
F
D
0
D
D
D
C
C
B
B
B
B
B
A
B
C
0
B
C
C
B
D
B
D
B
B
B
B
D
B
B
D
C
B
B
A
C
B
C
D
C
A
A
C
C
C
B
C
C
C
C
D
D
D
B
C
B
D
B
C
B
C
B
B
0
A
C
A
C
A
B
B
D
B
C
B
C
C
C
A
B
B
B
B
C
C
D
C
B
B
B
C
B
B
A
C
D
C
B
D
B
B
B
C
B
A
B
A
D
0
C
B
C
B
B
A
B
C
A
0
B
B
C
C
C
C
C
B
C
C
B
B
B
B
C
C
C
C
C
A
C
B
B
C
C
A
A
B
C
B
B
C
C
C
B
B
C
B
D
C
D
B
B
B
C
D
C
B
B
B
C
C
D
B
C
C
D
D
F
D
C
C
F
C
C
D
D
F
C
D
D
B
C
C
B
C
B
B
B
F
F
D
F
B
F
D
C
D
0
D
D
C
C
C
D
C
C
C
C
F
D
C
C
D
D
C
C
0
A
A
C
C
D
D
C
C
C
C
C
C
C
C
D
D
D
C
D
B
C
C
B
B
0
D
F
C
D
C
C
C
B
C
C
D
C
F
F
C
B
D
D
D
C
C
D
A
F
C
B
C
C
B
C
B
C
D
C
C
A
C
0
B
B
C
C
C
B
C
B
B
A
C
C
D
B
B
C
F
C
C
C
C
D
D
D
C
D
D
D
C
B
D
C
D
0
D
B
C
C
C
C
C
C
C
B
B
C
C
C
C
C
B
C
C
C
B
B
B
C
B
0
D
B
D
F
D
D
C
F
D
C
C
C
B
B
B
C
B
B
C
C
C
C
0
B
F
I
C
0
A
C
B
C
D
C
C
D
C
F
C
B
D
D
D
D
D
D
0
A
D
D
C
D
C
C
D
D
F
D
D
D
C
C
C
A
0
D
D
C
C
C
C
B
C
C
D
C
B
C
C
B
0
B
C
C
C
B
A
B
C
B
B
C
C
C
D
D
C
B
B
B
B
D
C
C
B
C
C
C
B
C
C
C
C
B
B
B
B
I
B
C
C
C
A
C
D
B
C
B
C
B
A
C
0
A
C
C
B
C
C
C
B
B
B
C
C
B
C
0
C
C
B
B
B
B
C
B
C
C
C
B
C
C
C
C
B
F
C
A+NG
C
0
C
B
B
C
C
C
C
B
B
C
D
D
C
B
B
C
B
C
D
D
C
B
B
A
C
C
C
D
D
D
D
C
D
C
B
0
0
B
A+NG
C
B
C
D
C
B
C
C
C
C
C
C
B
D
C
C
D
C
D
C
B
B
C
C
B
B
C
B
0
C
C
B
A+NG
B
C
B
C
B
C
B
A+NG
B
D
C
D
D
C
C
C
B
B
C
C
C
0
C
A+NG
B
C
C
B
C
C
C
C
B
C
B
C
D
B
D
B
B
C
C
C
D
D
C
C
D
B
D
D
C
D
C
C
C
B
C
C
0
D
B
C
C
C
B
C
C
B
B
C
D
B
D
C
C
D
C
C
D
C
0
C
C
C
B
C
B
C
D
C
I
C
B
C
B
B
C
C
B
A+NG
C
C
0
B
C
C
D
B
D
C
B
C
C
C
B
0
C
D
B
C
C
C
B
F
D
C
D
D
D
D
F
D
D
C
C
C
D
C
D
C
C
C
C
0
C
I
C
C
C
B
A
B
D
B
C
B
C
C
C
C
C
C
C
D
D
C
B
C
C
B
B
I
B
C
D
A
D
A
C
D
C
B
D
B
D
D
C
C
C
A
C
C
A
B
B
D
C
D
C
I
C
C
B
C
D
B
C
D
F
C
0
C
B
D
C
C
B
D
B
C
D
C
D
C
C
C
B
C
C
C
C
I
0
C
B
C
C
B
C
C
D
D
C
F
B
I
B
C
D
C
B
0
D
C
D
C
D
A
C
C
B
C
C
A
B
C
C
C
C
C
0
B
B
C
B
C
B
C
B
C
C
C
C
C
0
C
0
A
C
C
C
C
C
C
B
B
C
B
B
B
C
C
C
C
D
C
C
C
C
C
B
C
C
C
C
D
C
C
I
0
C
D
C
D
C
0
C
C
C
A
C
C
B
C
C
C
B
D
C
D
C
D
B
D
C
D
C
C
D
D
D
C
D
D
D
D
A+NG
F
C
C
C
F
D
A+NG
D
C
F
0
B
C
C
C
D
C
F
D
F
C
0
C
D
D
F
C
B
F
A
C
F
C
D
D
D
B
C
D
C
D
D
C
D
F
C
F
F
C
C
D
F
A
D
F
F
D
F
D
C
F
C
F
F
A+NG
D
B
C
D
C
0
0
B
C
F
B
A
C
D
F
D
D
F
D
D
0
F
C
F
D
A+NG
B
C
C
F
C
0
F
F
A+NG
0
A+NG
B
A
F
C
F
C
B
B
D
D
C
B
D
C
D
D
D
F
B
B
C
C
C
B
C
C
D
C
D
0
C
A+NG
C
C
D
D
A+NG
A+NG
D
F
C
C
D
C
C
B
D
C
F
D
D
D
C
D
D
B
B
B
C
D
C
A
I
C
C
D
C
D
B
C
0
C
C
C
B
D
0
C
C
D
C
A
D
D
I
C
C
D
F
C
D
C
D
B
C
C
C
D
C
F
C
D
D
B
D
I
C
D
B
D
D
F
C
C
B
C
D
C
C
C
F
D
F
0
D
D
C
A
D
F
C
C
D
D
C
C
F
C
B
C
C
D
D
A
D
I
D
C
C
D
C
D
D
C
C
D
A
F
D
D
B
C
A
B
B
F
C
C
C
D
D
F
B
D
D
0
C
F
B
A
C
B
A
0
D
F
A
C
B
F
D
C
B
B
D
D
F
D
C
C
B
D
C
D
B
D
C
C
C
D
0
0
D
D
F
C
0
B
C
B
D
C
B
C
B
D
B
A+NG
A+NG
A+NG
B
D
C
B
D
B
D
D
F
C
C
B
D
D
0
0
D
D
C
D
C
A+NG
B
C
C
B
B
B
C
C
A
B
B
F
C
A
D
D
F
A
F
C
F
D
F
F
F
C
D
D
C
D
C
D
C
C
C
C
B
F
D
F
I
D
D
C
C
C
D
D
C
I
D
0
B
D
D
C
C
B
D
I
C
D
C
C
C
D
C
D
B
B
C
C
0
B
A+NG
A
B
B
B
B
B
C
C
C
C
B
D
B
B
C
C
B
C
B
B
B
B
C
A+NG
B
B
B
0
C
C
B
A
D
D
F
C
B
D
C
B
C
C
D
D
D
C
D
B
0
C
D
C
B
C
A
D
B
C
C
B
B
D
A
B
D
D
C
B
B
B
C
0
A
F
C
A+NG
C
C
0
F
D
B
B
B
B
D
C
D
C
C
F
B
C
C
C
B
B
B
B
C
C
C
D
A
0
D
D
B
D
C
B
C
B
B
B
D
C
B
C
B
C
C
D
C
A
C
C
C
C
A
B
C
B
C
C
C
B
B
0
0
D
F
D
D
D
C
D
C
B
C
C
B
D
D
B
C
D
C
C
0
D
C
D
0
C
B
D
C
D
C
C
C
D
0
C
D
D
D
D
B
0
C
D
F
D
C
F
C
F
C
D
0
D
B
C
C
B
C
C
C
C
C
B
C
B
I
B
B
B
C
B
B
C
C
C
C
C
B
C
B
C
D
C
B
0
B
C
C
A
C
C
B
I
D
F
D
D
C
C
D
C
D
D
C
C
C
A
C
D
C
C
D
C
C
0
D
D
A
C
D
F
A+NG
B
A
C
D
D
C
B
B
D
B
A
D
B
C
D
B
A
B
B
D
B
B
B
B
D
C
D
B
C
C
F
B
B
F
A
A+NG
B
B
C
A+NG
B
D
D
B
D
B
C
B
D
B
C
C
C
C
A+NG
D
C
B
D
B
A
C
B
D
I
C
A+NG
C
0
C
C
A
C
B
C
B
F
B
D
B
D
0
B
C
D
0
C
C
B
A
C
D
D
C
D
C
D
B
D
B
F
B
B
B
C
B
A+NG
B
C
C
C
A+NG
A+NG
D
D
B
C
C
F
C
D
F
D
A
C
B
B
B
B
A
C
C
D
F
D
B
A
D
C
C
B
B
F
D
F
D
D
C
B
D
C
C
B
B
C
C
B
C
C
D
I
C
B
B
0
C
D
B
C
D
C
C
I
D
C
I
D
D
C
C
D
B
C
0
B
C
B
B
F
D
I
C
B
C
C
B
B
C
I
C
D
D
D
D
C
F
D
D
F
F
F
C
0
D
B
D
C
D
I
D
D
C
D
C
D
I
C
B
C
C
F
C
B
C
C
B
C
C
D
B
B
A
C
B
C
0
C
B
B
C
C
B
0
0
A+NG
B
C
A+NG
C
A+NG
F
D
A
D
C
A
D
I
F
F
F
F
D
I
D
C
C
B
D
B
D
B
C
D
C
B
D
C
C
C
C
B
C
D
I
D
D
C
C
D
C
C
C
C
C
B
C
B
D
B
C
B
C
C
C
D
C
C
B
C
C
0
C
C
C
A+NG
A
B
B
B
B
A+NG
C
A+NG
B
B
B
I
B
B
B
B
0
C
C
C
I
C
D
0
C
C
C
D
C
D
D
D
B
C
D
C
D
C
B
D
C
A
C
D
B
B
B
B
D
I
C
C
D
B
D
C
D
B
C
B
D
D
B
C
C
C
D
D
C
D
C
B
B
F
C
D
D
C
C
D
C
I
B
C
D
C
D
D
F
B
C
C
C
F
D
C
D
B
I
B
B
B
B
B
A
C
C
C
C
C
C
C
C
B
C
C
C
C
C
C
D
C
C
D
A+NG
C
F
B
C
D
C
B
C
C
B
D
B
C
C
C
C
C
B
C
C
C
0
C
C
D
C
0
C
D
C
A
C
C
D
C
C
F
B
D
C
D
C
F
D
D
D
F
C
F
D
D
D
D
F
F
D
D
A
F
C
D
D
F
D
D
D
C
D
D
C
F
F
D
C
F
B
C
C
C
B
C
D
C
D
C
C
C
C
D
D
B
C
D
C
A
C
C
C
0
C
C
C
0
C
D
D
D
D
C
D
C
F
C
C
C
C
D
D
D
C
F
F
D
C
C
C
F
D
D
C
B
D
D
C
C
D
D
C
D
B
C
C
C
B
B
B
C
B
D
C
A
0
C
C
B
C
C
B
C
B
C
C
C
B
C
C
B
D
C
C
B
C
C
B
C
I
C
C
D
C
0
F
B
C
C
C
A
C
C
C
D
C
D
C
C
C
D
B
C
C
D
C
C
D
D
C
C
C
D
C
B
C
0
C
C
C
B
C
C
0
C
B
C
D
C
C
C
C
B
C
C
C
A
B
C
C
C
B
B
C
C
D
C
C
C
C
C
B
C
A+NG
C
B
B
B
B
I
B
B
C
C
C
C
C
C
B
C
B
0
B
B
C
B
B
D
C
A+NG
A
D
A+NG
F
B
D
A
A+NG
B
D
C
B
B
B
C
A
D
B
B
B
B
C
C
A+NG
B
B
C
C
B
C
B
B
B
C
B
B
0
A+NG
A+NG
B
F
C
A
A+NG
A+NG
B
C
C
A
0
A
B
D
C
C
F
F
D
D
C
D
D
0
D
D
C
B
C
C
B
B
B
C
B
A+NG
B
C
0
B
C
C
B
D
A+NG
C
C
C
B
B
D
C
B
D
C
B
B
A+NG
D
B
C
C
C
A+NG
A
C
C
C
C
C
C
C
D
D
D
D
B
C
B
D
C
C
C
C
B
B
0
A
C
A+NG
B
B
B
B
F
B
C
B
C
C
B
B
B
A+NG
B
B
B
C
D
C
B
B
C
C
B
C
A+NG
C
D
C
B
C
B
B
B
D
B
A
A
A+NG
C
0
C
B
C
B
B
B
B
C
A+NG
0
B
B
D
C
C
C
C
B
C
D
B
B
B
B
C
C
C
C
C
A+NG
C
B
B
C
D
C
A
A
C
C
B
B
C
C
B
B
B
C
B
D
C
D
B
B
B
C
D
C
C
B
B
C
D
C
C
C
C
C
D
D
C
C
D
D
C
C
D
C
D
C
D
C
B
C
C
B
C
B
B
B
F
F
D
F
B
F
D
C
D
0
C
D
C
C
C
D
C
C
C
C
D
D
C
D
C
D
C
C
0
A
B
C
C
D
C
C
C
C
B
C
C
C
C
C
D
C
C
D
B
C
C
B
B
0
F
D
D
C
C
C
D
B
C
D
D
C
D
F
B
B
C
C
D
D
D
C
A
D
C
B
C
C
B
C
B
C
C
B
C
A
C
0
A+NG
C
C
C
B
B
B
B
B
A
C
B
D
B
B
C
D
B
C
C
C
C
D
D
B
D
D
D
C
B
D
C
D
0
D
B
C
C
C
D
C
C
C
B
B
B
C
C
C
C
B
B
C
C
C
C
B
C
B
0
D
B
D
F
D
D
B
F
D
C
C
C
B
B
C
B
B
A+NG
C
C
C
C
0
A
B
I
B
0
A
D
B
C
C
C
C
C
D
D
D
A
D
D
C
D
C
C
B
C
D
D
D
C
C
F
D
D
D
C
D
C
C
C
A+NG
0
D
D
D
C
C
C
B
C
C
D
C
B
C
C
B
0
B
C
C
C
B
A
A
C
B
C
B
C
C
C
C
C
B
B
B
B
C
C
C
B
C
B
C
B
C
C
C
C
B
B
C
C
I
B
C
C
C
A
C
C
B
C
C
B
B
A
C
0
A
C
C
B
C
C
C
C
C
C
C
B
B
C
0
C
C
B
B
A+NG
B
C
B
D
C
C
B
C
C
C
C
B
D
C
A+NG
C
0
D
A+NG
B
C
B
C
C
B
B
C
D
D
C
C
B
C
B
C
D
D
C
B
B
A
C
D
C
D
C
D
D
D
C
B
A
0
0
B
A
C
C
C
C
C
B
C
C
C
C
C
C
C
C
C
B
C
C
D
C
B
B
B
C
B
B
B
C
0
C
B
B
A+NG
C
C
B
B
B
C
C
B
B
D
C
D
D
C
C
B
B
B
C
C
C
0
D
A+NG
B
C
B
C
C
C
C
D
B
B
B
C
C
B
D
B
C
B
C
B
D
C
C
B
C
C
D
C
C
C
C
C
C
A
C
C
0
D
B
C
C
C
B
C
C
B
B
B
D
C
D
B
C
C
B
C
C
C
0
C
C
C
B
C
B
D
C
C
I
C
B
C
B
B
C
C
B
A+NG
C
D
0
B
C
C
D
C
C
C
B
C
D
C
B
0
C
C
B
C
C
B
B
D
C
C
C
D
C
D
C
D
C
C
B
C
D
B
D
C
C
C
C
0
C
I
B
C
C
C
B
B
C
B
C
B
C
C
B
C
C
C
C
D
D
C
B
C
C
B
C
I
B
C
C
A
C
A
C
D
C
B
D
B
D
D
C
C
C
B
C
C
A+NG
B
B
D
C
D
C
I
C
C
B
C
C
B
C
D
D
B
0
B
B
C
C
C
B
C
B
C
C
C
D
C
C
C
B
B
C
B
B
I
0
C
B
B
C
B
C
C
D
D
C
D
C
I
B
C
C
C
B
0
C
C
D
C
D
A
D
C
C
C
B
A
C
B
C
C
B
C
0
B
B
D
B
C
B
B
B
C
C
C
C
C
0
D
0
A
B
C
C
B
B
B
C
B
C
B
B
B
C
B
C
B
C
C
C
C
C
C
B
C
C
C
C
D
C
C
I
0
C
D
D
D
D
0
C
B
C
A
C
C
C
B
C
B
B
D
C
D
C
F
B
F
C
C
C
C
C
F
D
D
F
D
D
C
A+NG
F
C
C
D
F
D
A+NG
C
C
F
0
B
C
C
C
D
C
I
F
F
B
0
C
D
D
D
C
A+NG
F
A
B
F
C
C
C
D
C
C
D
C
D
D
C
C
F
C
F
F
C
C
C
F
A
D
D
F
C
D
D
D
F
D
D
F
A+NG
D
B
C
F
B
0
0
A+NG
C
F
B
A
C
D
F
D
F
F
C
D
0
D
C
I
D
B
B
C
C
F
C
0
D
D
B
0
A+NG
B
A
F
D
F
C
B
B
D
D
D
B
D
C
D
D
D
F
B
B
B
C
C
B
D
C
D
B
D
0
C
B
C
C
D
D
A+NG
A+NG
D
D
C
B
D
C
B
B
D
C
D
C
C
C
B
C
C
C
B
B
C
F
C
A
I
C
C
C
C
C
B
C
0
C
B
C
B
F
0
B
C
C
C
A+NG
C
D
I
C
C
D
D
C
C
C
D
C
C
C
C
D
C
C
C
C
B
D
I
C
C
B
C
D
F
C
C
B
C
C
C
B
C
D
D
C
0
D
C
C
A
C
D
C
C
D
C
C
C
D
B
B
B
C
C
F
B
D
I
C
B
D
D
C
D
C
C
C
D
A
F
D
D
B
D
A+NG
B
B
F
C
B
C
F
D
D
B
D
D
0
C
F
C
A
C
B
A
0
C
F
A
C
B
F
D
C
B
B
C
D
F
C
C
C
B
D
C
D
B
F
C
B
C
D
0
0
C
D
D
C
0
B
C
C
D
C
B
C
A+NG
D
B
A+NG
A+NG
B
B
D
D
A+NG
D
B
C
F
D
C
B
B
D
D
0
0
C
C
C
D
C
A
B
C
C
B
B
B
C
B
A
B
A+NG
D
D
B
D
D
D
A
F
B
F
C
D
F
D
C
C
D
C
C
D
D
D
C
C
B
D
D
D
I
D
C
C
B
C
D
D
C
I
C
0
C
C
D
C
C
B
C
I
C
C
C
D
C
D
C
C
B
B
C
C
0
B
A+NG
A
C
B
B
C
B
B
C
C
C
B
C
B
C
B
B
B
B
B
A+NG
B
B
B
A+NG
B
B
B
0
C
C
B
A
D
C
F
C
B
D
C
B
C
C
C
C
C
C
C
B
0
C
C
C
A
C
B
C
B
C
C
B
B
D
A
B
C
D
B
B
B
B
B
0
A+NG
F
C
A+NG
C
C
0
F
D
B
C
C
B
D
C
D
C
C
C
B
B
B
C
B
B
B
B
C
C
C
D
A
0
C
D
B
C
D
B
C
B
B
B
D
C
B
C
C
C
C
D
C
A
C
C
C
C
A
C
D
B
C
B
B
B
B
0
0
D
D
D
C
C
C
C
B
C
C
D
C
D
C
C
C
B
B
C
0
C
C
C
0
C
A
C
C
C
C
B
C
C
0
C
D
D
D
C
C
0
C
D
D
D
C
F
C
F
C
D
0
C
B
D
B
C
D
B
C
C
C
B
B
B
I
C
B
B
B
B
B
C
C
C
C
C
B
C
B
C
C
C
B
0
B
C
B
C
C
B
I
D
F
D
D
C
D
D
C
D
D
D
C
C
B
C
D
C
C
D
C
C
0
C
D
A
C
D
D
A+NG
A
A+NG
C
D
C
C
A+NG
B
D
B
A
D
A
B
D
B
A
B
B
C
B
B
B
B
C
D
C
B
C
C
D
B
B
F
A
A+NG
B
B
B
A+NG
B
D
D
B
D
A+NG
C
C
D
B
D
A
D
C
C
C
A+NG
C
C
B
D
B
A
C
A+NG
C
C
C
B
C
0
C
C
A
C
B
C
B
D
B
D
A+NG
C
0
C
C
D
0
C
C
C
B
C
D
D
C
D
C
C
B
C
D
B
F
A+NG
B
B
C
B
A+NG
C
C
C
C
A+NG
A+NG
C
C
B
D
C
F
C
D
D
C
B
C
B
B
B
B
A
C
D
C
C
F
D
A+NG
A
D
C
C
B
B
F
C
D
D
C
C
C
D
B
C
C
B
C
C
B
C
B
C
I
C
B
B
0
D
D
B
C
C
C
C
I
D
C
I
D
C
C
C
C
B
C
0
B
C
B
B
D
D
I
C
B
C
C
B
B
C
I
C
D
D
D
C
C
F
C
D
D
F
F
D
0
D
A
C
D
D
I
C
D
B
D
C
F
I
C
B
B
B
F
C
B
D
B
B
B
C
F
B
B
A
C
B
C
0
C
C
B
C
C
A+NG
0
0
A+NG
C
B
B
C
A+NG
D
D
A
C
C
A
F
I
D
F
F
F
D
D
C
C
B
D
B
C
B
C
D
C
C
C
C
D
C
D
B
C
C
I
C
D
B
C
C
C
C
C
C
C
B
D
C
C
C
C
B
B
C
C
C
C
C
B
C
B
0
C
C
B
B
B
B
B
B
B
A+NG
C
A+NG
B
B
B
I
B
B
B
B
0
C
C
B
I
C
D
0
C
C
C
D
C
D
D
C
B
C
D
B
D
C
B
C
C
A
C
C
B
B
B
B
D
I
B
C
C
B
D
C
D
B
C
B
C
D
B
C
C
D
C
D
D
D
D
B
B
D
C
D
C
C
C
D
C
I
B
C
D
C
F
D
F
B
C
C
C
D
C
C
D
B
I
A
B
B
A
B
B
B
B
B
C
C
C
C
C
C
B
C
C
D
B
C
C
C
C
C
D
A+NG
C
D
B
C
C
C
B
C
C
C
D
B
C
C
D
C
D
C
C
C
C
0
C
C
C
C
0
C
D
C
A+NG
C
C
D
C
C
D
B
F
D
D
C
D
D
D
D
F
D
F
D
D
D
D
D
D
C
D
A
F
C
F
D
F
D
C
D
C
D
D
B
F
F
D
D
F
C
C
C
C
C
C
D
C
D
C
D
D
C
D
D
C
C
D
C
A
C
C
C
0
C
C
C
0
B
D
D
D
C
C
D
C
D
C
C
C
C
D
D
D
B
D
D
D
C
C
C
F
D
D
C
B
C
D
C
C
D
C
B
C
B
C
C
D
B
B
B
C
B
C
C
A
0
B
C
B
C
B
B
B
B
C
C
C
B
B
C
B
C
D
C
B
C
C
C
C
I
C
C
D
C
